,work_year,employment_type,salary,salary_in_usd,remote_ratio,experience_level_encoded,company_size_encoded,job_title_grouped,employee_residence_grouped,company_location_grouped,salary_currency_grouped
1843,2022,FT,150000,150000,100,2,2,Very High,Very High,Very High,Very High
1734,2023,FT,130000,130000,100,1,2,High,High,High,High
2911,2022,FT,66000,66000,100,1,2,Medium,Medium,Medium,Medium
3219,2022,FT,35000,43096,0,2,2,Low,Low,Low,Low
146,2023,FT,212200,212200,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1534,2023,FT,100000,100000,0,2,2,High,High,High,High
1986,2022,FT,150000,150000,100,1,2,Very High,Very High,Very High,Very High
1369,2023,FT,138900,138900,0,1,2,High,High,High,High
2450,2022,FT,50000,61566,100,4,2,Medium,Medium,Medium,Medium
3670,2021,FT,90000,90000,100,4,1,High,High,High,High
3002,2022,FT,195700,195700,0,1,2,Very High,Very High,Very High,Very High
2811,2022,FT,55000,67723,100,2,2,Medium,Medium,Medium,Medium
659,2023,FT,170000,170000,100,1,3,Very High,Very High,Very High,Very High
1794,2023,FT,291500,291500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3420,2022,FT,250000,192037,50,3,3,Very High,Very High,Very High,Very High
2511,2022,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
3397,2022,FT,140000,140000,100,1,2,High,High,High,High
186,2023,FT,85000,85000,100,4,2,Medium,Medium,Medium,Medium
1147,2023,FT,80000,80000,0,2,2,Medium,Medium,Medium,Medium
3272,2022,FT,40000,49253,100,4,2,Low,Low,Low,Low
608,2023,FT,134024,134024,0,1,2,High,High,High,High
2191,2022,FT,110000,115573,100,1,2,High,High,High,High
2799,2022,FT,80000,80000,100,1,2,Medium,Medium,Medium,Medium
1930,2022,FT,192000,192000,100,1,2,Very High,Very High,Very High,Very High
3029,2022,FT,141300,141300,0,1,2,High,High,High,High
197,2023,FT,200000,200000,0,2,2,Extremely High,Extremely High,Extremely High,Extremely High
2931,2022,FT,70000,70000,100,1,2,Medium,Medium,Medium,Medium
2327,2022,FT,193750,193750,100,1,2,Very High,Very High,Very High,Very High
293,2023,FT,162000,162000,0,1,2,Very High,Very High,Very High,Very High
766,2023,FT,45000,48289,0,2,2,Low,Low,Low,Low
400,2023,FT,90000,90000,100,1,2,High,High,High,High
122,2023,FT,188800,188800,100,1,2,Very High,Very High,Very High,Very High
3255,2022,FT,106260,106260,0,2,2,High,High,High,High
202,2023,FT,50000,53654,50,1,1,Low,Low,Low,Low
835,2023,FT,146300,146300,0,1,2,High,High,High,High
2294,2022,FT,172200,172200,0,1,2,Very High,Very High,Very High,Very High
1439,2023,FT,240000,240000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1733,2023,FT,85000,85000,0,1,2,Medium,Medium,Medium,Medium
1695,2023,FT,72000,72000,0,1,3,Medium,Medium,Medium,Medium
3659,2020,FT,3000000,40481,0,2,3,Low,Low,Low,Low
1707,2023,FT,165750,165750,0,1,2,Very High,Very High,Very High,Very High
3642,2020,FT,190000,190000,100,1,1,Very High,Very High,Very High,Very High
1153,2023,FT,310000,310000,100,3,2,Extremely High,Extremely High,Extremely High,Extremely High
1661,2023,FT,105000,105000,0,2,2,High,High,High,High
3474,2021,FT,220000,220000,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2432,2022,FT,225000,225000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3521,2021,FT,120000,120000,100,1,2,High,High,High,High
1759,2023,FT,198200,198200,0,1,2,Very High,Very High,Very High,Very High
854,2023,FT,153600,153600,0,1,2,Very High,Very High,Very High,Very High
1589,2023,FT,122000,122000,0,1,2,High,High,High,High
2267,2022,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
641,2023,FT,149040,149040,100,1,2,High,High,High,High
1,2023,CT,30000,30000,100,2,1,Low,Low,Low,Low
2160,2022,FT,178000,178000,0,1,2,Very High,Very High,Very High,Very High
698,2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
3671,2021,FT,52000,61467,50,2,2,Medium,Medium,Medium,Medium
2999,2022,FT,126000,126000,100,1,2,High,High,High,High
1636,2023,FT,150000,150000,0,1,2,Very High,Very High,Very High,Very High
3184,2022,FT,165400,165400,100,1,2,Very High,Very High,Very High,Very High
3458,2022,FT,52800,55475,100,4,2,Low,Low,Low,Low
3457,2021,FT,69999,69999,50,2,3,Medium,Medium,Medium,Medium
1291,2023,FT,95000,95000,100,2,2,High,High,High,High
3574,2021,FT,11000000,36259,50,2,3,Low,Low,Low,Low
2489,2022,FT,52500,52500,0,1,2,Low,Low,Low,Low
1520,2023,FT,84000,84000,100,1,2,Medium,Medium,Medium,Medium
1853,2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1136,2023,FT,126277,126277,0,2,2,High,High,High,High
3304,2022,FT,243900,243900,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3626,2021,FT,58000,58000,50,4,3,Low,Low,Low,Low
1631,2023,FT,234100,234100,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3445,2022,FT,57000,59888,100,1,3,Low,Low,Low,Low
1998,2022,FT,144000,144000,100,1,2,High,High,High,High
663,2023,FT,275000,275000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
683,2023,FT,160000,160000,0,2,2,Very High,Very High,Very High,Very High
1257,2023,FT,12000,12000,0,4,3,Low,Low,Low,Low
3536,2021,PT,12000,12000,100,4,2,Low,Low,Low,Low
317,2023,FT,86000,86000,100,1,2,Medium,Medium,Medium,Medium
648,2023,FT,106020,106020,0,1,2,High,High,High,High
1434,2023,FT,152000,152000,0,1,2,Very High,Very High,Very High,Very High
1479,2023,FT,90000,90000,100,1,2,High,High,High,High
709,2023,FT,140000,140000,0,2,2,High,High,High,High
3430,2022,FT,65000,65000,100,4,1,Medium,Medium,Medium,Medium
1282,2023,FT,225900,225900,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1768,2023,FT,187500,187500,100,1,2,Very High,Very High,Very High,Very High
972,2022,FT,48000,9289,100,2,2,Low,Low,Low,Low
2675,2022,FT,141525,141525,100,1,2,High,High,High,High
2680,2022,FT,200000,200000,100,1,1,Extremely High,Extremely High,Extremely High,Extremely High
1306,2023,FT,149076,149076,0,1,2,High,High,High,High
1400,2023,FT,165000,165000,100,1,2,Very High,Very High,Very High,Very High
1408,2023,FT,199000,199000,0,1,2,Very High,Very High,Very High,Very High
3296,2022,FT,167000,167000,100,2,2,Very High,Very High,Very High,Very High
2237,2022,FT,65000,68293,0,1,2,Medium,Medium,Medium,Medium
3302,2022,FT,165400,165400,100,1,2,Very High,Very High,Very High,Very High
1496,2023,FT,141290,141290,0,1,2,High,High,High,High
3419,2020,FT,157000,117104,50,1,3,High,High,High,High
2038,2022,FT,35000,36773,0,1,2,Low,Low,Low,Low
1529,2023,FT,130000,130000,0,1,2,High,High,High,High
1663,2023,FT,180000,180000,100,1,2,Very High,Very High,Very High,Very High
1354,2023,FT,204500,204500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3655,2020,FT,135000,135000,100,2,3,High,High,High,High
3681,2020,FT,8000,8000,50,2,3,Low,Low,Low,Low
1643,2023,FT,225000,225000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1051,2023,FT,82365,82365,0,1,2,Medium,Medium,Medium,Medium
795,2023,FT,155000,155000,0,2,2,Very High,Very High,Very High,Very High
2693,2022,FT,180000,180000,100,1,2,Very High,Very High,Very High,Very High
3060,2021,FT,900000,12171,100,4,2,Low,Low,Low,Low
1597,2023,FT,145000,145000,0,1,2,High,High,High,High
2604,2022,FT,155000,155000,100,1,2,Very High,Very High,Very High,Very High
2729,2022,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
2625,2022,FT,85700,85700,0,1,2,Medium,Medium,Medium,Medium
1819,2023,FT,160000,160000,0,4,2,Very High,Very High,Very High,Very High
3157,2022,FT,75000,92350,0,2,2,High,High,High,High
3314,2022,FT,209100,209100,100,1,3,Extremely High,Extremely High,Extremely High,Extremely High
1722,2023,FT,310000,310000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1183,2023,FT,169000,169000,0,1,2,Very High,Very High,Very High,Very High
2572,2022,FT,165000,165000,50,1,1,Very High,Very High,Very High,Very High
1059,2023,FT,106800,106800,0,1,2,High,High,High,High
540,2023,FT,90000,90000,0,2,2,High,High,High,High
3242,2022,FT,60000,73880,0,2,2,Medium,Medium,Medium,Medium
1678,2023,FT,198200,198200,100,1,2,Very High,Very High,Very High,Very High
2796,2022,FT,190000,190000,100,1,2,Very High,Very High,Very High,Very High
3614,2021,FT,200000,200000,100,1,3,Extremely High,Extremely High,Extremely High,Extremely High
3478,2021,FT,90000,90000,100,2,2,High,High,High,High
2532,2022,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
1757,2022,FT,133000,133000,0,1,3,High,High,High,High
1923,2022,FT,120000,120000,0,1,2,High,High,High,High
95,2023,FT,163196,163196,0,4,2,Very High,Very High,Very High,Very High
1020,2023,FT,140000,140000,0,2,2,High,High,High,High
563,2023,FT,151000,151000,0,2,2,Very High,Very High,Very High,Very High
3312,2022,FT,175000,175000,100,3,2,Very High,Very High,Very High,Very High
2790,2022,FT,195400,195400,100,1,3,Very High,Very High,Very High,Very High
863,2023,FT,110000,110000,0,1,2,High,High,High,High
1484,2022,FT,80000,84053,50,1,3,Medium,Medium,Medium,Medium
2939,2021,FT,50000,50000,100,1,1,Low,Low,Low,Low
1881,2022,FT,120000,120000,0,1,2,High,High,High,High
1038,2023,FT,124740,124740,0,1,2,High,High,High,High
206,2023,FT,130000,130000,0,2,2,High,High,High,High
392,2023,FT,60000,60000,100,4,2,Medium,Medium,Medium,Medium
2842,2022,FT,101570,101570,100,1,2,High,High,High,High
870,2023,FT,139500,139500,0,1,2,High,High,High,High
397,2023,FT,125000,125000,0,2,2,High,High,High,High
2814,2022,FT,100000,100000,100,2,2,High,High,High,High
3603,2021,FT,80000,80000,100,2,3,Medium,Medium,Medium,Medium
3289,2022,FT,61300,61300,100,1,2,Medium,Medium,Medium,Medium
1028,2023,FT,139500,139500,0,1,2,High,High,High,High
2690,2022,FT,108000,108000,100,2,2,High,High,High,High
1485,2023,FT,50000,50000,0,2,1,Low,Low,Low,Low
2660,2022,FT,180000,180000,100,1,2,Very High,Very High,Very High,Very High
960,2023,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
1570,2023,FT,95000,95000,100,2,2,High,High,High,High
2773,2022,FT,130500,130500,0,1,2,High,High,High,High
1895,2022,FT,75000,92350,0,2,2,High,High,High,High
2731,2022,FT,210000,210000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2146,2022,FT,70000,70000,0,1,2,Medium,Medium,Medium,Medium
804,2023,FT,100000,100000,100,2,2,High,High,High,High
1751,2023,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2454,2022,FT,245000,245000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
502,2023,FT,175000,175000,0,1,2,Very High,Very High,Very High,Very High
3119,2020,FT,1000000,13493,100,4,3,Low,Low,Low,Low
3104,2022,FT,93700,93700,100,1,2,High,High,High,High
2977,2022,FT,134000,134000,100,2,2,High,High,High,High
779,2023,FT,260000,260000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1863,2022,FT,248400,248400,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
200,2023,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2182,2022,FT,100000,100000,0,1,2,High,High,High,High
3099,2022,FT,185400,185400,0,1,2,Very High,Very High,Very High,Very High
2088,2022,FT,130000,130000,0,1,2,High,High,High,High
3065,2022,FT,107000,131752,100,2,2,High,High,High,High
2278,2022,FT,35000,36773,0,1,2,Low,Low,Low,Low
3561,2021,FT,65000,76833,100,4,1,Medium,Medium,Medium,Medium
1796,2023,FT,62000,75344,100,2,2,Medium,Medium,Medium,Medium
378,2023,FT,202353,202353,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2336,2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
418,2023,FT,145000,145000,100,1,2,High,High,High,High
1698,2023,FT,175000,175000,100,2,2,Very High,Very High,Very High,Very High
391,2023,FT,68000,68000,0,2,3,Medium,Medium,Medium,Medium
2640,2022,FT,225000,225000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1522,2023,FT,110000,110000,0,1,2,High,High,High,High
1162,2023,FT,146000,146000,100,1,2,High,High,High,High
3134,2022,FT,160000,160000,100,1,3,Very High,Very High,Very High,Very High
1495,2023,FT,140000,140000,0,1,2,High,High,High,High
2695,2022,FT,132000,132000,100,1,2,High,High,High,High
2027,2022,FT,119000,119000,0,1,2,High,High,High,High
1152,2023,FT,160000,160000,0,1,2,Very High,Very High,Very High,Very High
1367,2023,FT,115000,115000,0,1,2,High,High,High,High
2568,2022,FT,54000,54000,100,2,2,Low,Low,Low,Low
64,2023,FT,238000,238000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2062,2022,FT,129400,129400,100,1,2,High,High,High,High
1180,2023,FT,109400,109400,0,1,2,High,High,High,High
3112,2022,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
492,2023,FT,20000,21461,0,4,2,Low,Low,Low,Low
379,2023,FT,145000,145000,0,1,2,High,High,High,High
2235,2022,FT,160000,160000,100,2,2,Very High,Very High,Very High,Very High
763,2023,FT,276000,276000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2264,2022,FT,107000,107000,100,1,2,High,High,High,High
791,2023,FT,252000,252000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1076,2023,FT,87980,87980,0,1,2,Medium,Medium,Medium,Medium
878,2023,FT,252000,252000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
337,2023,FT,51962,51962,100,2,2,Low,Low,Low,Low
2767,2022,FT,141525,141525,100,1,2,High,High,High,High
2343,2022,FT,185000,185000,100,1,2,Very High,Very High,Very High,Very High
1016,2023,FT,105200,105200,0,1,2,High,High,High,High
1275,2023,FT,125000,125000,0,2,2,High,High,High,High
3533,2021,FT,90000,90000,100,4,1,High,High,High,High
455,2023,FT,252000,252000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3342,2022,FT,266400,266400,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
815,2023,FT,106800,106800,100,1,2,High,High,High,High
2317,2022,FT,231250,231250,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
995,2023,FT,204500,204500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1981,2022,FT,182750,182750,100,1,2,Very High,Very High,Very High,Very High
201,2023,FT,115000,115000,100,1,2,High,High,High,High
161,2023,FT,168400,168400,0,1,2,Very High,Very High,Very High,Very High
1579,2023,FT,174500,174500,0,1,2,Very High,Very High,Very High,Very High
2777,2022,FT,60000,60000,100,2,2,Medium,Medium,Medium,Medium
2449,2022,FT,110600,110600,0,1,2,High,High,High,High
702,2023,FT,136000,136000,0,1,3,High,High,High,High
1500,2023,FT,85000,85000,100,1,2,Medium,Medium,Medium,Medium
1129,2023,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2613,2022,FT,129300,129300,0,1,2,High,High,High,High
3461,2022,FT,120000,120000,100,4,3,High,High,High,High
1021,2023,FT,100000,100000,0,2,2,High,High,High,High
3073,2022,FT,73400,77119,100,1,3,Medium,Medium,Medium,Medium
3459,2022,FT,59000,61989,0,2,3,Medium,Medium,Medium,Medium
1585,2023,FT,210000,210000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
1955,2022,FT,81666,81666,100,1,2,Medium,Medium,Medium,Medium
3152,2022,FT,300000,300000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
2253,2022,FL,100000,100000,100,4,2,High,High,High,High
34,2023,FT,184590,184590,0,1,2,Very High,Very High,Very High,Very High
775,2022,FT,130000,130000,100,1,3,High,High,High,High
2556,2022,FT,230400,230400,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3499,2021,FT,50000,50000,100,4,2,Low,Low,Low,Low
1478,2023,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
3003,2022,FT,130500,130500,0,1,2,High,High,High,High
1390,2023,FT,130000,130000,0,2,2,High,High,High,High
2139,2022,FT,45000,47280,0,1,2,Low,Low,Low,Low
1363,2023,FT,126000,126000,0,1,2,High,High,High,High
2945,2022,FT,63000,63000,0,1,2,Medium,Medium,Medium,Medium
2612,2022,FT,185900,185900,0,1,2,Very High,Very High,Very High,Very High
3417,2022,FT,80000,80000,100,1,2,Medium,Medium,Medium,Medium
2824,2022,FT,193900,193900,0,1,2,Very High,Very High,Very High,Very High
2041,2022,FT,50000,50000,50,4,3,Low,Low,Low,Low
241,2023,FT,239000,239000,0,1,3,Extremely High,Extremely High,Extremely High,Extremely High
2061,2022,FT,194000,194000,100,1,2,Very High,Very High,Very High,Very High
2363,2022,FT,156400,156400,0,1,2,Very High,Very High,Very High,Very High
600,2023,FT,129000,129000,0,1,2,High,High,High,High
2435,2022,FT,90000,90000,0,2,2,High,High,High,High
1297,2023,FT,51962,51962,100,1,2,Low,Low,Low,Low
2214,2022,FT,110600,110600,0,1,2,High,High,High,High
2888,2022,FT,80000,84053,100,2,2,Medium,Medium,Medium,Medium
2068,2022,FT,196000,196000,100,1,2,Very High,Very High,Very High,Very High
646,2023,FT,107900,107900,100,1,2,High,High,High,High
3556,2021,FT,45000,53192,50,1,3,Low,Low,Low,Low
3202,2022,FT,80000,98506,100,2,2,High,High,High,High
1528,2023,FT,120000,120000,50,4,1,High,High,High,High
2879,2022,FT,179400,179400,100,1,2,Very High,Very High,Very High,Very High
1267,2023,FT,200000,200000,100,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3638,2021,FT,21600,25532,100,2,1,Low,Low,Low,Low
1899,2022,FT,204500,204500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
562,2023,FT,85000,85000,0,2,2,Medium,Medium,Medium,Medium
3707,2021,FT,185000,185000,100,1,3,Very High,Very High,Very High,Very High
2734,2022,FT,128000,128000,100,1,2,High,High,High,High
3005,2022,FT,135000,135000,100,1,2,High,High,High,High
189,2023,FT,140000,140000,0,1,2,High,High,High,High
1806,2023,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
975,2023,FT,175000,175000,100,1,2,Very High,Very High,Very High,Very High
2747,2022,FT,105000,105000,100,4,3,High,High,High,High
3547,2021,FT,80000,80000,100,1,1,Medium,Medium,Medium,Medium
2047,2022,FT,36000,37824,0,1,2,Low,Low,Low,Low
2558,2022,FT,115000,115000,0,1,2,High,High,High,High
1082,2023,FT,126000,126000,0,1,2,High,High,High,High
474,2023,FT,100000,100000,100,1,2,High,High,High,High
3632,2020,FT,72000,72000,100,4,3,Medium,Medium,Medium,Medium
2904,2022,FT,191475,191475,100,1,2,Very High,Very High,Very High,Very High
747,2023,FT,150000,150000,0,4,2,Very High,Very High,Very High,Very High
2300,2022,FT,146000,146000,0,1,2,High,High,High,High
21,2023,FT,275000,275000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3385,2022,FT,110925,110925,100,1,2,High,High,High,High
459,2023,FT,160000,160000,100,1,2,Very High,Very High,Very High,Very High
1184,2023,FT,110600,110600,0,1,2,High,High,High,High
2324,2022,FT,138750,138750,100,1,2,High,High,High,High
955,2023,FT,140000,140000,0,2,2,High,High,High,High
1215,2023,FT,180000,180000,100,1,2,Very High,Very High,Very High,Very High
2433,2022,FT,184100,184100,0,1,2,Very High,Very High,Very High,Very High
2853,2022,FT,140000,140000,100,1,2,High,High,High,High
3485,2021,FT,38400,38400,100,2,2,Low,Low,Low,Low
1515,2023,FT,136000,136000,100,1,2,High,High,High,High
2391,2022,FT,145000,145000,0,2,2,High,High,High,High
769,2023,FT,161000,195652,0,1,2,Very High,Very High,Very High,Very High
3380,2022,FT,100000,100000,100,1,2,High,High,High,High
1685,2023,FT,196000,196000,100,1,2,Very High,Very High,Very High,Very High
130,2023,FT,140000,140000,0,2,2,High,High,High,High
3735,2021,PT,12000,12000,100,4,1,Low,Low,Low,Low
2919,2022,FT,250000,250000,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
3171,2022,FT,81666,81666,0,1,2,Medium,Medium,Medium,Medium
3444,2022,FT,30000,31520,100,2,1,Low,Low,Low,Low
2135,2022,FT,204500,204500,0,1,2,Extremely High,Extremely High,Extremely High,Extremely High
